product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
88,ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",418.59,23.42,home decor,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,75,Blue,small,3.3,in faucibus orci luctus et ultrices posuere cubilia curae donec,2010-08-03,3.2,800,ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam,1.9,678,standard,30.75
89,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",927.71,30.2,home decor,ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,494,Aquamarine,small,3.3,elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,2012-11-14,3.9,250,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,1.9,944,express,39.74
90,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",587.86,41.28,electronics,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,569,Teal,small,4.7,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,2013-04-16,3.6,993,dui maecenas tristique est et tempus semper est quam pharetra,3.6,846,express,33.19
91,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,865.04,33.46,toys,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,584,Crimson,small,9.7,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2012-09-25,2.8,634,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,2.1,829,standard,31.51
92,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",917.56,15.36,toys,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,865,Purple,medium,2.0,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,2021-12-23,3.5,207,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,3.3,273,express,45.5
93,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.",772.29,49.64,toys,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,409,Violet,extra large,0.8,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,2011-08-21,3.0,24,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum,2.2,166,express,20.81
94,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",760.09,36.4,beauty,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,17,Khaki,large,5.4,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,2021-03-03,3.0,604,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,2.7,100,express,39.51
95,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.",740.32,45.0,clothing,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,437,Crimson,large,8.1,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,2017-11-16,1.4,54,tincidunt lacus at velit vivamus vel nulla eget eros elementum,2.4,280,express,35.76
96,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,"Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",615.62,0.4,electronics,donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,879,Aquamarine,small,6.6,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,2022-03-10,3.8,440,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,4.2,495,express,40.79
97,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",38.14,48.2,clothing,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,10,Aquamarine,small,0.9,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2018-11-29,3.1,845,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,4.5,206,express,0.67
98,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,Sed ante. Vivamus tortor. Duis mattis egestas metus.,730.31,39.89,beauty,id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,602,Turquoise,extra large,5.3,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,2020-08-25,3.0,791,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,2.1,253,standard,16.17
99,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",896.1,31.85,toys,velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,599,Turquoise,small,9.1,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,2012-01-27,4.7,872,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,1.1,749,express,25.21
100,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",376.23,30.87,toys,risus semper porta volutpat quam pede lobortis ligula sit amet,305,Fuscia,small,1.0,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2019-01-23,2.5,916,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc,2.1,762,standard,22.19
